anecdote_id,dynasty_name,macro_period,year,sort_order,date_label,date_precision,coverage_start_year,coverage_end_year,anecdote_type,title,phrase,short_description,story_text,source_title,source_section,source_url,source_type,source_note,related_polity_ids,related_people,location_historical_name,location_modern_name,longitude,latitude,location_precision,primary_education_stage,education_stage_tags,display_priority,review_status,review_note
anecdote_0044,东晋,魏晋南北朝,383,7440,383年前后,approx,370,390,chengyu,东山再起,东山再起,谢安隐居东山多年，后来出仕主持东晋大局。,谢安年轻时名望很高，却长期隐居会稽东山。朝廷多次征召后，他重新出仕，后来在淝水战前后主持大局。东山再起后来指退隐或失势之后重新出来担当。谢安不是突然得名，而是带着长期声望重新入局。淝水前后的东晋，也需要这样的人压住局面。,《晋书》,谢安传,https://zh.wikisource.org/wiki/晉書,official_history,,polity_0005,谢安,东山,浙江省绍兴市上虞区东山一带,120.87,30.03,region,初中,小学|初中,6,verified,地点取谢安东山传统地
anecdote_0045,北魏,魏晋南北朝,430,7450,430年前后,approx,400,500,folk_tale,木兰从军,木兰从军,木兰替父从军，故事来自北朝民歌传统。,《木兰辞》写北方征兵，木兰没有长兄，父亲又年老，便女扮男装代父从军。她多年征战后不要高官，只愿回乡。木兰故事属于民歌传统，不按正史人物处理。民歌没有把木兰写成高高在上的英雄，而是写她从家门出发，又回到家门。,《木兰辞》,,https://zh.wikisource.org/wiki/木蘭辭,literary_collection,北朝民歌系统,,木兰,平城,山西省大同市,113.3,40.08,region,小学,小学|初中,6,verified,按北魏平城和北朝边塞叙事作代表落点
anecdote_0046,南朝梁,魏晋南北朝,502,7460,502年前后,approx,500,520,chengyu,画龙点睛,画龙点睛,张僧繇画龙不点眼，点睛后传说破壁飞去。,南朝梁画家张僧繇在金陵寺壁上画龙，起初不点眼睛。旁人再三请求，他点上两条龙的眼睛，传说雷电忽起，龙破壁飞去。画龙点睛后来指关键处一笔点活。寺壁，雷电和飞龙让这个故事很像一幕短剧，也让画家的最后一笔显得格外关键。,《历代名画记》,张僧繇,https://zh.wikisource.org/wiki/歷代名畫記,literary_collection,,,张僧繇,建康,江苏省南京市,118.796,32.06,city,小学,小学|初中,6,verified,地点取南朝都城建康
anecdote_0047,南朝齐梁,魏晋南北朝,480,7470,480年前后,approx,470,500,chengyu,江郎才尽,江郎才尽,江淹晚年文思衰退，梦中还笔的故事流传开来。,南朝文学家江淹年轻时文章华美，晚年才思渐弱。传说他梦见郭璞向他索回五色笔，从此文章不如从前。江郎才尽后来指才华或灵感已经衰退。才尽的说法有传说色彩，却也写出文人最怕的一件事：曾经顺手而来的才气忽然不来了。,《南史》,江淹传,https://zh.wikisource.org/wiki/南史,official_history,,,江淹,宣城,安徽省宣城市,118.758,30.946,city,初中,小学|初中,6,verified,地点取江淹任宣城太守相关地
anecdote_0048,隋朝,隋唐五代,580,7480,580年前后,approx,570,590,chengyu,一箭双雕,一箭双雕,长孙晟一箭射下两只雕，被突厥人赞为神射。,隋代长孙晟出使突厥时，见两只雕争肉而飞。他拉弓一箭，同时射落两雕，突厥人惊服。后来一箭双雕用来比喻一举两得，也保留了边塞交往中的传奇色彩。草原使臣和飞雕的场面很开阔，一箭落双雕，也让长孙晟的胆识被讲得有声有色。,《北史》,长孙晟传,https://zh.wikisource.org/wiki/北史,official_history,,,长孙晟,突厥牙帐,蒙古高原一带,103.85,46.86,region,小学,小学|初中,6,verified,地点按突厥牙帐活动区域近似
anecdote_0049,隋末,隋唐五代,617,7490,617年,year,617,617,chengyu,罄竹难书,罄竹难书,李密讨隋檄文写隋炀帝罪状多到竹简难尽。,617年，李密起兵讨隋，祖君彦代写檄文，斥责隋炀帝劳役征伐，罪状即使用尽南山竹子也写不完。罄竹难书后来多指罪恶极多，难以写尽。讨隋檄文原本是政治文书，罄竹难书四字却留下了隋末民怨沸腾的强烈语气。,《旧唐书》,李密传,https://zh.wikisource.org/wiki/舊唐書,official_history,,,李密|祖君彦,瓦岗,河南省滑县一带,114.52,35.58,region,初中,初中|高中,6,verified,地点取瓦岗军活动区
anecdote_0050,唐朝,隋唐五代,627,7500,627年前后,approx,626,630,chengyu,房谋杜断,房谋杜断,房玄龄善谋，杜如晦善断，二人辅佐唐太宗。,唐太宗身边，房玄龄常能提出周密方案，杜如晦善于判断取舍。两人一谋一断，配合默契，成为贞观初年政治运转的重要班底。房谋杜断后来指谋划和决断各有所长。贞观政治常被说成君臣合作，这个成语把合作拆成了两种能力：能想清楚，也能下决心。,《旧唐书》,房玄龄杜如晦传,https://zh.wikisource.org/wiki/舊唐書,official_history,,polity_0059,房玄龄|杜如晦|唐太宗,长安,陕西省西安市,108.94,34.34,city,初中,初中|高中,6,verified,地点取唐都长安
anecdote_0051,武周,隋唐五代,690,7510,690年前后,approx,690,692,chengyu,请君入瓮,请君入瓮,来俊臣被周兴酷法反制，只得自己认罪。,武则天时，酷吏周兴常用大瓮炙烤逼供。来俊臣奉命审他，先问如何使囚犯招供，周兴说可用大瓮。来俊臣便说有人告你谋反，请君入瓮。周兴惊惧认罪。酷吏用酷法反噬酷吏，故事的讽刺很锋利，所以比单纯记一条刑讯制度更容易记住。,《资治通鉴》,唐纪,https://ctext.org/zi-zhi-tong-jian/zh,official_history,,polity_0059,来俊臣|周兴|武则天,洛阳,河南省洛阳市,112.454,34.6197,city,初中,小学|初中,6,verified,地点取武周神都洛阳
anecdote_0052,唐朝,隋唐五代,740,7520,740年前后,approx,730,750,chengyu,口蜜腹剑,口蜜腹剑,李林甫表面言语甜美，暗中排挤政敌。,唐玄宗时，李林甫长期任相。他对人说话温和好听，背后却常设法陷害异己。时人说他口有蜜，腹有剑。口蜜腹剑后来指外表和善而内心阴险。李林甫的可怕不在当面翻脸，而在笑语背后的算计。这个反差让四个字很冷。,《资治通鉴》,唐纪,https://ctext.org/zi-zhi-tong-jian/zh,official_history,,polity_0059,李林甫,长安,陕西省西安市,108.94,34.34,city,初中,初中|高中,6,verified,地点取唐都长安
anecdote_0053,唐朝,隋唐五代,735,7530,735年前后,approx,720,750,folk_tale,铁杵磨针,铁杵磨针,李白少年见老妇磨铁杵，受触动后继续读书。,民间故事里，少年李白读书不耐烦，途中见老妇把铁杵放在石上磨，说只要功夫深，铁杵磨成针。李白受到触动，回去继续用功。这个故事属于后世流传的劝学典故。它未必可考，却很适合给孩子讲耐心：硬铁不是一天磨细，读书也不是一日见功。,民间流传,, ,folk_tradition,李白劝学故事多见地方传说与后世蒙学叙事,,李白,青莲乡,四川省江油市青莲镇,104.75,31.78,region,小学,小学|初中,6,verified,地点取李白故里青莲传统叙事地
anecdote_0054,唐朝,隋唐五代,800,7540,800年前后,approx,790,810,chengyu,推敲,推敲,贾岛为一句诗斟酌推门还是敲门，韩愈帮他定字。,唐代诗人贾岛骑驴吟诗，反复琢磨僧推月下门还是僧敲月下门，举手比划时冲撞韩愈仪仗。韩愈听后帮他定为敲字。推敲后来指反复斟酌文字。一个字的选择让月夜，僧人和门声都活了起来，诗人对文字的认真也被看见了。,《唐摭言》,卷三,https://zh.wikisource.org/wiki/唐摭言,literary_collection,,polity_0059,贾岛|韩愈,长安,陕西省西安市,108.94,34.34,city,小学,小学|初中,6,verified,地点取长安街道故事场景
anecdote_0055,唐朝,隋唐五代,825,7550,825年前后,approx,820,830,chengyu,司空见惯,司空见惯,刘禹锡见李绅歌妓，写下寻常相见的诗句。,刘禹锡到苏州拜访李绅，席间见到歌妓。李绅身份为司空，府中歌舞本是常事。刘禹锡写下司空见惯浑闲事，断尽江南刺史肠。司空见惯后来指看多了不足为奇。诗句原本带着玩笑和感慨，后来变成日常用语，反倒离唐代宴席越来越近。,《本事诗》,情感,https://zh.wikisource.org/wiki/本事詩,literary_collection,,polity_0059,刘禹锡|李绅,苏州,江苏省苏州市,120.585,31.298,city,小学,小学|初中,6,verified,地点取苏州宴饮故事
anecdote_0056,五代后周,宋辽金夏,960,7560,960年,year,960,960,historical_story,黄袍加身,黄袍加身,赵匡胤在陈桥驿被拥立，随后建立北宋。,960年，后周军队北上途中停在陈桥驿。将士拥赵匡胤为帝，把黄袍披在他身上。赵匡胤回师开封，取代后周建立宋朝。黄袍加身后来指被推上帝位或高位。这件事连接五代兵变传统和宋朝开国，披上黄袍的一刻，军心已经先于诏书作了选择。,《宋史》,太祖本纪,https://zh.wikisource.org/wiki/宋史,official_history,,polity_0026,赵匡胤,陈桥驿,河南省新乡市封丘县陈桥镇,114.67,35.04,region,初中,初中|高中,6,verified,地点取陈桥驿
anecdote_0057,北宋,宋辽金夏,961,7570,961年前后,approx,961,963,historical_story,杯酒释兵权,杯酒释兵权,宋太祖宴请将领，以富贵养老换回兵权。,北宋建立后，赵匡胤担心武将拥兵重演五代旧事。传说他设宴劝石守信等人交出兵权，回家享富贵。将领第二天称病辞职。杯酒释兵权成了宋初削兵权的故事。赵匡胤没有立刻动刀，而是用宴席和富贵安排收回兵权，宋代重文抑武的路也由此开端。,《宋史》,石守信传,https://zh.wikisource.org/wiki/宋史,official_history,,polity_0026,赵匡胤|石守信,汴京,河南省开封市,114.3076,34.7972,city,初中,初中|高中,6,verified,地点取北宋都城汴京
anecdote_0058,北宋,宋辽金夏,963,7580,963年前后,approx,960,965,historical_story,雪夜访普,雪夜访普,赵匡胤雪夜到赵普家商议国事，君臣定下宋初方略。,北宋初年，赵匡胤常在夜里到赵普家商议国事。传说一次大雪夜，他仍带着弟弟赵光义前去，三人在屋中谈到很晚。雪夜访普后来常说君臣共谋天下。故事真假细节可讨论，但雪夜登门的画面很鲜明，写出了宋初君臣深夜议政的亲近。,《宋史》,赵普传,https://zh.wikisource.org/wiki/宋史,official_history,,polity_0026,赵匡胤|赵普,汴京,河南省开封市,114.3076,34.7972,city,初中,初中|高中,6,verified,地点取北宋都城汴京
anecdote_0059,北宋,宋辽金夏,1046,7590,1046年,year,1046,1046,literary_allusion,先天下之忧而忧,先天下之忧而忧,范仲淹写《岳阳楼记》，留下忧乐天下的名句。,1046年，范仲淹应滕子京之请写《岳阳楼记》。文章从洞庭湖景写到士大夫胸怀，留下先天下之忧而忧，后天下之乐而乐的句子。这句话后来常被当作担当天下的表达。岳阳楼因此不只是风景名胜，也成了读书人谈胸怀时绕不开的一处地点。,《岳阳楼记》,,https://zh.wikisource.org/wiki/岳陽樓記,literary_collection,,polity_0026,范仲淹|滕子京,岳阳楼,湖南省岳阳市,113.095,29.357,exact,初中,小学|初中|高中,6,verified,地点取岳阳楼
anecdote_0060,北宋,宋辽金夏,1046,7600,1046年,year,1046,1046,literary_allusion,醉翁之意不在酒,醉翁之意不在酒,欧阳修在滁州写《醉翁亭记》，借山水写民乐。,1046年前后，欧阳修被贬滁州，常到琅琊山醉翁亭宴游。他在《醉翁亭记》中写醉翁之意不在酒，在乎山水之间也。后来这句话多指表面在此，真正用意在别处。欧阳修写得轻松，却把被贬后的心境放进山水宴游里，滁州山水也因此有了文学记忆。,《醉翁亭记》,,https://zh.wikisource.org/wiki/醉翁亭記,literary_collection,,polity_0026,欧阳修,醉翁亭,安徽省滁州市琅琊山,118.317,32.301,exact,初中,小学|初中,6,verified,地点取醉翁亭
anecdote_0061,北宋,宋辽金夏,1070,7610,1070年前后,approx,1060,1080,chengyu,胸有成竹,胸有成竹,文与可画竹前已在心中成形，苏轼写文记下此事。,北宋画家文与可善画竹。苏轼说他动笔之前，竹子的枝叶姿态早已在心里成形，所以落笔自然。胸有成竹后来指做事前已经有成熟把握。苏轼写朋友画竹，语气亲近又明白，所以这个说法从画画走进了日常做事。,《文与可画筼筜谷偃竹记》,,https://zh.wikisource.org/wiki/文與可畫篔簹谷偃竹記,literary_collection,,polity_0026,文与可|苏轼,洋州,陕西省汉中市洋县,107.545,33.223,region,小学,小学|初中,6,verified,地点取文与可洋州相关地
anecdote_0062,北宋,宋辽金夏,1080,7620,1080年前后,approx,1070,1090,chengyu,程门立雪,程门立雪,杨时拜见程颐，站在雪中等老师醒来。,北宋学者杨时去洛阳拜见程颐，见老师闭目养神，便和同伴站在门外等候。程颐醒来时，门前积雪已经很深。程门立雪后来用来形容尊师重道。雪越深，等待越有分量。这个画面很安静，却比许多大道理更能让人记住师生之礼。,《宋史》,杨时传,https://zh.wikisource.org/wiki/宋史,official_history,,polity_0026,杨时|程颐,洛阳,河南省洛阳市,112.454,34.6197,city,小学,小学|初中,6,verified,地点取程颐讲学地洛阳
anecdote_0063,南宋,宋辽金夏,1142,7630,1142年前后,approx,1141,1142,folk_tale,东窗事发,东窗事发,秦桧夫妇东窗密谋害岳飞，后来恶行败露。,民间故事说，秦桧与妻子王氏曾在东窗下密谋陷害岳飞。岳飞遇害后，世人把秦桧夫妇钉在羞耻记忆里。东窗事发后来指暗中做下的坏事终于败露。它把岳飞冤案压缩进一扇东窗，虽然带着传说色彩，却道出了百姓对秦桧的厌恶。,民间流传,, ,folk_tradition,故事与岳飞冤案相连但细节多出自民间传说,polity_0034,秦桧|王氏|岳飞,临安,浙江省杭州市,120.155,30.274,city,初中,小学|初中,6,verified,地点取南宋都城临安
anecdote_0064,南宋,宋辽金夏,1130,7640,1130年前后,approx,1128,1140,folk_tale,精忠报国,精忠报国,岳飞从军报国，背刺精忠报国的故事广为流传。,岳飞青年从军，后来成为南宋抗金名将。民间传说里，岳母在他背上刺下精忠报国四字，提醒他以国家为念。这个故事不按正史细节处理，却深深进入后世记忆。岳飞的真实生平已足够厚重，刺字故事又给他的报国形象添上了家庭和母训的温度。,民间流传,, ,folk_tradition,岳母刺字多属民间与后世叙事,polity_0034,岳飞|岳母,汤阴,河南省安阳市汤阴县,114.357,35.922,region,小学,小学|初中,6,verified,地点取岳飞故里汤阴
anecdote_0065,南宋,宋辽金夏,1279,7650,1279年,year,1279,1279,literary_allusion,人生自古谁无死,人生自古谁无死,文天祥兵败被俘后写诗，留下取义成仁的句子。,1279年前后，文天祥兵败被俘，途经零丁洋时写下《过零丁洋》。诗中人生自古谁无死，留取丹心照汗青，后来成为南宋亡国关头士人气节的名句。零丁洋上的诗句把个人生死和王朝败亡放在一起，所以读起来格外沉痛。,《过零丁洋》,,https://zh.wikisource.org/wiki/過零丁洋,literary_collection,,polity_0034,文天祥,零丁洋,广东省珠江口零丁洋,113.75,22.22,region,初中,小学|初中|高中,6,verified,地点取零丁洋
anecdote_0066,元朝,元明清,1275,7660,1275年前后,approx,1275,1292,historical_story,马可波罗游大都,马可波罗游大都,马可波罗到元大都，后来把见闻写入游记。,元世祖时期，威尼斯人马可波罗来到元大都。他在游记中写到宫城，驿站和繁华市面，把东方大国的见闻带回欧洲。这个故事更多是中外交流史里的旅行叙事。无论游记细节怎样辨析，大都在书中都是一座令人惊异的城市，显示元代世界往来的宽度。,《马可波罗游记》,,https://zh.wikisource.org/wiki/馬可波羅遊記,secondary_reference,,,马可波罗|忽必烈,大都,北京市,116.407,39.904,city,高中,初中|高中,6,verified,地点取元大都
anecdote_0067,元朝,元明清,1300,7670,1300年前后,approx,1280,1320,literary_allusion,窦娥冤,六月飞雪,关汉卿写窦娥含冤而死，三桩誓愿震动后世。,元杂剧《窦娥冤》写窦娥被诬陷杀人，临刑前发下三桩誓愿：血溅白练，六月飞雪，大旱三年。故事不是正史案件，却成为中国戏曲里写冤屈最有名的一幕。六月飞雪未必是现实天气，却把冤屈写到天地都像被惊动，因此特别适合舞台。,《感天动地窦娥冤》,,https://zh.wikisource.org/wiki/感天動地竇娥冤,literary_collection,,,关汉卿|窦娥,楚州,江苏省淮安市淮安区,119.14,33.5,city,初中,小学|初中|高中,6,verified,地点取剧中楚州
anecdote_0068,明朝,元明清,1457,7680,1457年前后,approx,1450,1460,chengyu,两袖清风,两袖清风,于谦为官清廉，入京只带两袖清风的说法流传很广。,明代于谦在地方任官后入京，传说有人劝他带些土产打点权贵，他笑说只有清风两袖。后来两袖清风常用来形容为官清廉，不带私利。这四个字后来几乎脱离于谦本人单独流传，但放回明代官场，仍能看见清廉的锋芒。,《明史》,于谦传,https://zh.wikisource.org/wiki/明史,official_history,,polity_0072,于谦,北京,北京市,116.407,39.904,city,小学,小学|初中,6,verified,地点取明代北京
anecdote_0069,明朝,元明清,1492,7690,1492年前后,approx,1490,1495,historical_story,阳明格竹,格物致知,王阳明年轻时对着竹子格物，病倒后重新追问学问路向。,王阳明年轻时相信格物穷理，曾和朋友对着庭前竹子日夜推求道理，几天后劳累成病。多年后他在龙场悟道，回望此事，阳明格竹便成了心学转折前的故事。这不是一个成功故事，反而是一段走弯路的记忆。正因如此，阳明后来的转向更容易被理解。,《王阳明年谱》,,https://zh.wikisource.org/wiki/王陽明全集,secondary_reference,,polity_0072,王阳明,余姚,浙江省宁波市余姚市,121.154,30.038,city,高中,初中|高中,6,verified,地点取王阳明故里余姚
anecdote_0070,明朝,元明清,1561,7700,1561年前后,approx,1555,1565,historical_story,鸳鸯阵抗倭,鸳鸯阵,戚继光训练鸳鸯阵，在东南沿海抗击倭寇。,明代倭患严重，戚继光在台州一带练兵，把长短兵器配合成鸳鸯阵。士兵相互掩护，适合江南水网和巷战。后来鸳鸯阵成为戚家军抗倭的代表故事。阵法名字听着温和，实战里却讲究长短兵器互相救应，正适合明代东南沿海的战场。,《纪效新书》,,https://zh.wikisource.org/wiki/紀效新書,secondary_reference,,polity_0072,戚继光,台州,浙江省台州市,121.42,28.656,city,初中,初中|高中,6,verified,地点取台州抗倭区域
anecdote_0071,明朝,元明清,1569,7710,1569年前后,approx,1565,1570,historical_story,海瑞罢官,海瑞罢官,海瑞因直言和清廉得名，罢官故事后来进入戏曲。,明代海瑞以敢言和清廉著称。他上疏批评嘉靖皇帝，又在地方整顿豪强，几度入狱罢官。海瑞罢官后来成了清官直臣的故事，也被写进戏曲舞台。海瑞的故事常被后人反复改写，但核心始终是一个人面对皇权和豪强时不肯退让。,《明史》,海瑞传,https://zh.wikisource.org/wiki/明史,official_history,,polity_0072,海瑞,北京,北京市,116.407,39.904,city,初中,小学|初中,6,verified,地点取上疏与朝廷处分核心地北京
anecdote_0072,明朝,元明清,1577,7720,1577年,year,1577,1577,historical_story,张居正夺情,夺情,张居正父丧未归乡守制，引发朝中激烈争论。,1577年，张居正父亲去世。按礼制他应回乡守丧，明神宗却命他留任主持政务。朝臣围绕夺情激烈争论，有人因此受罚。这件事牵动张居正改革的政治处境。夺情不是家事小节，而是礼法，权力和改革时机撞在一起，才会激起那么大风波。,《明史》,张居正传,https://zh.wikisource.org/wiki/明史,official_history,,polity_0072,张居正|明神宗,北京,北京市,116.407,39.904,city,高中,初中|高中|大学,6,verified,地点取明代北京
anecdote_0073,明朝,元明清,1639,7730,1639年前后,approx,1638,1640,historical_story,徐霞客远游西南,徐霞客游记,徐霞客晚年远行西南，留下山川考察笔记。,明末徐霞客多年徒步旅行，晚年深入西南，考察山川源流和岩洞地貌。他写下大量日记，后来汇成《徐霞客游记》。这不是成语，却是中国旅行与地理观察史里的典故。他走过的路很多，笔下却不是游山玩水而已，常常把山脉，水道和村镇细细记下。,《徐霞客游记》,,https://zh.wikisource.org/wiki/徐霞客遊記,secondary_reference,,polity_0072,徐霞客,云南,云南省昆明市一带,102.832,24.88,region,高中,初中|高中,6,verified,地点取徐霞客西南远游代表区域
anecdote_0074,明末清初,元明清,1645,7740,1645年前后,approx,1644,1646,historical_story,剃发易服,留发不留头,清初推行剃发令，江南民间留下强烈记忆。,清军入关后，清廷推行剃发易服。江南许多地方强烈反抗，民间流传留头不留发，留发不留头的说法。这个故事连着鼎革之际的身份冲突和社会震荡。头发忽然成了归顺与反抗的标记，这种贴身的改变，比抽象政令更容易激起民间痛感。,《清史稿》,世祖本纪,https://zh.wikisource.org/wiki/清史稿,official_history,,polity_0096,多尔衮,江南,江苏省南京市一带,118.796,32.06,region,高中,初中|高中,6,verified,地点取江南抵抗记忆核心区
anecdote_0075,清朝,元明清,1751,7750,1751年前后,approx,1740,1760,folk_tale,难得糊涂,难得糊涂,郑板桥写下难得糊涂，后来成为处世名句。,清代郑板桥做官和卖画都很有个性。传说他写下难得糊涂四字，旁边又题聪明难，糊涂难，由聪明转入糊涂更难。后人常借这句话说世事复杂，做人不必处处较真。这句话后来被写成匾额，也被人挂在书房里。它有玩笑气，却不是简单装糊涂。,民间流传,, ,folk_tradition,郑板桥题字故事多由后世流传汇聚,polity_0096,郑板桥,扬州,江苏省扬州市,119.412,32.394,city,小学,小学|初中,6,verified,地点取郑板桥长期活动地扬州
anecdote_0076,清朝,元明清,1760,7760,1760年前后,approx,1750,1765,literary_allusion,满纸荒唐言,满纸荒唐言,曹雪芹在《红楼梦》开篇诗里写尽辛酸。,《红楼梦》开篇写满纸荒唐言，一把辛酸泪，都云作者痴，谁解其中味。曹雪芹把家族兴衰和人情冷暖写进小说。满纸荒唐言后来常被用来说表面荒唐里藏着真情。这几句像作者低声自白，也像给读者留门：别只看热闹，要读出纸背后的辛酸。,《红楼梦》,第一回,https://ctext.org/hongloumeng/zh,literary_collection,,polity_0096,曹雪芹,北京,北京市,116.407,39.904,city,初中,小学|初中|高中,6,verified,地点取曹雪芹晚年北京西郊著书传统
anecdote_0077,清朝,元明清,1839,7770,1839年,year,1839,1839,historical_story,虎门销烟,虎门销烟,林则徐在虎门公开销毁鸦片，成为近代史开端前的重要场景。,1839年，林则徐到广东禁烟，在虎门海滩主持销毁收缴鸦片。现场用石灰和海水浸化烟土，再排入海中。虎门销烟后来成为近代中国反毒和反侵略叙事里的重要故事。烟土被一箱箱投入销烟池，现场感很强。学生看到虎门，往往也会想到鸦片战争前夜。,《清史稿》,林则徐传,https://zh.wikisource.org/wiki/清史稿,official_history,,polity_0096,林则徐,虎门,广东省东莞市虎门镇,113.673,22.817,city,初中,小学|初中|高中,6,verified,地点取虎门销烟池一带
anecdote_0078,清朝,元明清,1854,7780,1854年前后,approx,1854,1856,folk_tale,屡败屡战,屡败屡战,曾国藩战事失利后把屡战屡败改成屡败屡战的说法流传很广。,太平天国战争中，曾国藩湘军屡遭挫折。民间故事说幕僚把奏报里的屡战屡败改为屡败屡战，语气立刻从败绩变成坚持。这个说法未必是原始奏折，却很能表现晚清叙事中的韧劲。这句话好记，是因为同样四个字换个顺序，人的气就完全不同。晚清困局也在里面露出来。,民间流传,, ,folk_tradition,故事常见于晚清人物轶事系统,polity_0096,曾国藩,长沙,湖南省长沙市,112.938,28.228,city,高中,初中|高中,6,verified,地点取湘军兴起核心地长沙
anecdote_0079,清朝,元明清,1876,7790,1876年前后,approx,1876,1878,historical_story,左宗棠抬棺西征,抬棺西征,左宗棠进军新疆前备棺出征，表示收复失地的决心。,晚清新疆危局中，左宗棠督办西征。传说他命人带着棺材随军西行，表示若不能收复新疆，便死在路上。抬棺西征后来成为晚清边疆危机中决心用兵的故事。棺材未必每天都在队伍前头，却把左宗棠西征的决绝讲得很重，后世也愿意这样记他。,《清史稿》,左宗棠传,https://zh.wikisource.org/wiki/清史稿,official_history,,polity_0096,左宗棠,兰州,甘肃省兰州市,103.834,36.061,city,高中,初中|高中,6,verified,地点取西征筹饷与出师核心地兰州
anecdote_0080,清朝,元明清,1895,7800,1895年,year,1895,1895,historical_story,公车上书,公车上书,康有为梁启超联络举人上书，反对签订《马关条约》。,1895年，《马关条约》消息传到北京，正在会试的举人群情激愤。康有为梁启超联络各省举人上书，请求拒和，迁都，变法。公车上书后来成为维新运动兴起的标志性故事。它仍是士人上书的旧形式，却已经指向制度变法。北京城里的这场聚集，连着甲午战败后的震动。,《清史稿》,康有为传,https://zh.wikisource.org/wiki/清史稿,official_history,,polity_0096,康有为|梁启超,北京,北京市,116.407,39.904,city,初中,初中|高中,6,verified,地点取北京会试与上书发生地
anecdote_0081,清朝,元明清,1898,7810,1898年,year,1898,1898,historical_story,戊戌六君子,戊戌六君子,变法失败后，谭嗣同等六人在北京遇害。,1898年，戊戌变法失败，谭嗣同，林旭，杨锐，刘光第，杨深秀，康广仁六人被捕。谭嗣同本可离京，却选择留下承担后果。戊戌六君子成为晚清变法悲剧的凝缩记忆。菜市口的死亡让变法从朝堂争论变成血色记忆，谭嗣同留下的话也随之被一再传诵。,《清史稿》,德宗本纪,https://zh.wikisource.org/wiki/清史稿,official_history,,polity_0096,谭嗣同|林旭|杨锐|刘光第|杨深秀|康广仁,北京菜市口,北京市西城区菜市口,116.374,39.889,exact,初中,初中|高中,6,verified,地点取北京菜市口刑场
