location_id,name,aliases,category,icon_key,importance_level,display_priority,start_year,end_year,active_years_raw,related_event_ids,related_anecdote_ids,related_polity_ids,related_people,historical_name,modern_name,modern_admin_units_raw,longitude,latitude,location_precision,location_confidence_score,strategic_summary,historical_significance,source_titles,source_urls,source_type,confidence_note,review_status,review_note
strategic_0040,长安,镐京|咸阳|大兴城|西安,transport_hub,junction,5,1,-1046,1912,-1046|-221|581|618,,,,"",长安,陕西省西安市,陕西省西安市,108.940,34.342,city,90,关中盆地核心都城与东西交通枢纽。,长安依托关中农业腹地和四塞防御，长期是王朝都城与丝绸之路起点，其战略意义贯穿周秦汉隋唐。,CHGIS中国历史地理信息系统|《中国历史地图集》|《史记》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://ctext.org/shiji/zh,historical_atlas|classic_text,长安历代城址不同，坐标取西安市城市中心作综合点。,verified,都城交通枢纽综合点。
strategic_0041,洛阳,洛邑|雒阳|东都,transport_hub,junction,5,1,-770,1912,-770|25|493|605,,,,"",洛阳,河南省洛阳市,河南省洛阳市,112.454,34.619,city,90,中原腹地都城与东西交通枢纽。,洛阳位于伊洛盆地与黄河交通要冲，连接关中、河北和山东诸方向，是多朝都城和军事目标。,CHGIS中国历史地理信息系统|《中国历史地图集》|《资治通鉴》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://ctext.org/zizhi-tongjian/zh,historical_atlas|classic_text,历代洛阳城址有差异，坐标取洛阳市中心作综合点。,verified,都城交通枢纽综合点。
strategic_0042,襄阳,襄樊|汉水襄阳,fortress_city,shield,5,1,200,1912,208|1268|1643,,,,"",襄阳,湖北省襄阳市,湖北省襄阳市,112.122,32.009,city,88,汉水中游城防和南北交通节点。,襄阳控制汉水通道和南阳盆地南口，三国、宋元和明末多次围攻显示其为南北政权争夺的战略支点。,CHGIS中国历史地理信息系统|《中国历史地图集》|《宋史》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://ctext.org/song-shi/zh,historical_atlas|classic_text,坐标取襄阳古城所在城市点。,verified,城防和交通枢纽综合点。
strategic_0043,合肥,逍遥津|庐州,fortress_city,shield,4,2,200,1912,215|383|1127,,,,"",合肥,安徽省合肥市,安徽省合肥市,117.227,31.821,city,82,江淮之间控制淮南与长江下游联系的城防节点。,合肥在三国魏吴攻防和南北朝至宋金江淮对峙中反复成为前线据点。,CHGIS中国历史地理信息系统|《中国历史地图集》|《三国志》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://ctext.org/sanguozhi/zh,historical_atlas|classic_text,坐标取合肥城市中心作综合点。,verified,江淮城防节点。
strategic_0044,江陵,郢|荆州,fortress_city,shield,5,1,-689,1912,-689|208|555|1127,,,,"",江陵,湖北省荆州市江陵县与荆州区一带,湖北省荆州市,112.190,30.350,region,82,长江中游和江汉平原的城防交通节点。,江陵作为楚都郢及后世荆州核心，控制长江中游与汉水南口，是三国和南北朝争夺要地。,CHGIS中国历史地理信息系统|《中国历史地图集》|《三国志》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://ctext.org/sanguozhi/zh,historical_atlas|classic_text,楚郢及江陵城址有层次差异，坐标取江陵荆州区域综合点。,verified,长江中游核心城防点。
strategic_0045,河西走廊,甘凉道|丝绸之路河西段,mountain_corridor,route,5,1,-121,1912,-121|609|1372,,,,"",河西走廊,甘肃省武威至敦煌之间狭长通道,甘肃省,99.500,39.800,region,76,祁连山与北山之间连接中原和西域的狭长交通廊道。,河西走廊是汉唐经营西域和明清西北治理的基础通道，沿线武威张掖酒泉敦煌共同构成战略走廊。,CHGIS中国历史地理信息系统|《中国历史地图集》|《汉书》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://ctext.org/han-shu/zh,historical_atlas|classic_text,走廊型地理单元以中段区域点表示，不代表单一城址。,verified,交通廊道以区域点表示。
strategic_0046,褒斜道,秦岭栈道|褒斜栈道,mountain_corridor,route,4,2,-221,1912,-206|228|755,,,,"",褒斜道,陕西省汉中市留坝县至宝鸡市眉县一线,陕西省,106.900,33.700,region,72,秦岭南北穿越通道，连接关中与汉中。,褒斜道是秦蜀汉中交通的重要山道，楚汉和三国北伐叙事中多次出现秦岭栈道地理约束。,CHGIS中国历史地理信息系统|《中国历史地图集》|《三国志》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://ctext.org/sanguozhi/zh,historical_atlas|classic_text,古道为线状通道，坐标取留坝宝鸡之间区域中点。,verified,山地廊道以区域点表示。
strategic_0047,阴山边塞,阴山南麓|朔方边塞,frontier_gate,flag,4,2,-221,1912,-127|630|1550,,,,"",阴山边塞,内蒙古自治区包头至呼和浩特北部山前,内蒙古自治区,110.000,41.400,region,68,农牧交错带北缘的山地边塞屏障。,阴山南麓长期是汉唐明边防和草原势力南下路线交汇处，战略价值在于山前通道与边墙体系。,CHGIS中国历史地理信息系统|《中国历史地图集》|《汉书》,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://ctext.org/han-shu/zh,historical_atlas|classic_text,区域跨度较大，坐标为阴山南麓中部近似点。,verified,边防区域以概略点表示。
strategic_0048,大沽口,天津大沽炮台|海河口,maritime_port,anchor,5,1,1840,1945,1858|1860|1900,,,,"",大沽口,天津市滨海新区海河入海口,天津市滨海新区,117.739,38.990,exact,84,天津门户和海河入海口炮台群。,大沽口在第二次鸦片战争和八国联军侵华中成为列强由海入京津的关键突破口，体现近代海防压力。,CHGIS中国历史地理信息系统|《中国历史地图集》|Office of the Historian: The Opening to China,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://history.state.gov/milestones/1830-1860/china-1,historical_atlas|official_archive,坐标取大沽口炮台遗址与海河口区域。,verified,近代海防节点。
strategic_0049,虎门,虎门炮台|珠江口虎门,maritime_port,anchor,5,1,1839,1945,1839|1841,,,,"",虎门,广东省东莞市虎门镇珠江口,广东省东莞市,113.674,22.817,exact,86,珠江口内伶仃洋北端海防咽喉。,虎门炮台和销烟地点使其成为鸦片战争前后海防与通商冲突的核心地理节点。,CHGIS中国历史地理信息系统|《中国历史地图集》|Office of the Historian: The Opening to China,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://history.state.gov/milestones/1830-1860/china-1,historical_atlas|official_archive,坐标取虎门炮台与珠江口要塞区域。,verified,近代海防节点。
strategic_0050,吴淞口,吴淞炮台|上海吴淞,maritime_port,anchor,5,1,1842,1949,1842|1932|1937,,,,"",吴淞口,上海市宝山区吴淞口,上海市宝山区,121.500,31.390,exact,84,长江入海口和上海门户。,吴淞口控制长江口与上海海防，鸦片战争、淞沪抗战和近代上海城市安全均受其影响。,CHGIS中国历史地理信息系统|《中国历史地图集》|Encyclopaedia Britannica: Shanghai,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://www.britannica.com/place/Shanghai,historical_atlas|secondary_reference,坐标取吴淞口炮台及入海口区域。,verified,近代海防节点。
strategic_0051,旅顺口,旅顺港|亚瑟港,maritime_port,anchor,5,1,1894,1945,1894|1904|1945,,,,"",旅顺口,辽宁省大连市旅顺口区,辽宁省大连市旅顺口区,121.262,38.812,city,86,辽东半岛南端军港和渤海门户。,旅顺口在甲午战争、日俄战争和二战后东北接收中具有突出军事港口价值，是近代东北海防和租借地变化的关键点。,CHGIS中国历史地理信息系统|《中国历史地图集》|Encyclopaedia Britannica: Port Arthur,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://www.britannica.com/place/Port-Arthur-China,historical_atlas|secondary_reference,坐标取旅顺口城区港湾区域。,verified,近代军港与租借地相关点。
strategic_0052,威海卫,威海卫港|刘公岛,maritime_port,anchor,5,1,1894,1945,1895|1898|1930,,,,"",威海卫,山东省威海市刘公岛与威海湾,山东省威海市,122.120,37.512,city,84,山东半岛北岸军港和北洋海军基地。,威海卫在甲午战争北洋海军失败、英国租借和近代海防体系中具有关键地位。,CHGIS中国历史地理信息系统|《中国历史地图集》|Encyclopaedia Britannica: Weihai,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://www.britannica.com/place/Weihai,historical_atlas|secondary_reference,坐标取威海湾刘公岛区域。,verified,近代军港与租借地相关点。
strategic_0053,胶州湾,青岛|胶澳,maritime_port,anchor,5,1,1897,1945,1897|1914|1922|1938,,,,"",胶州湾,山东省青岛市胶州湾,山东省青岛市,120.309,36.067,city,84,山东半岛南岸深水港湾和近代租借地中心。,胶州湾因德国租借、日本占领和1922年收回而成为近代领土与港口控制变化的代表地点。,CHGIS中国历史地理信息系统|《中国历史地图集》|Encyclopaedia Britannica: Qingdao,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://www.britannica.com/place/Qingdao,historical_atlas|secondary_reference,坐标取青岛市区胶州湾东岸作为综合点。,verified,近代港口与租借地相关点。
strategic_0054,广州湾,湛江|Kwangchow Wan,maritime_port,anchor,4,2,1898,1945,1898|1943|1945,,,,"",广州湾,广东省湛江市霞山区一带,广东省湛江市,110.359,21.270,city,82,雷州半岛东北部港湾和法国租借地。,广州湾租借与1945年归还体现近代中国南海沿岸港湾控制和领土收回过程。,CHGIS中国历史地理信息系统|《中国历史地图集》|Encyclopaedia Britannica: Zhanjiang,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://www.britannica.com/place/Zhanjiang,historical_atlas|secondary_reference,坐标取湛江城区和广州湾港湾区域。,verified,近代港口与租借地相关点。
strategic_0055,香港维多利亚港,维多利亚港|香港港,maritime_port,anchor,5,1,1842,1945,1842|1860|1898|1941|1945,,,,"",维多利亚港,香港特别行政区维多利亚港,香港特别行政区,114.170,22.300,exact,86,珠江口东侧深水港和近代殖民港口核心。,维多利亚港是香港成为国际港口的地理基础，亦关联割让、租借和日占时期控制变化。,CHGIS中国历史地理信息系统|《中国历史地图集》|Encyclopaedia Britannica: Hong Kong,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://www.britannica.com/place/Hong-Kong,historical_atlas|secondary_reference,坐标取维多利亚港中部水域，作为港口综合点。,verified,近代港口与殖民管治相关点。
strategic_0056,澳门内港,澳门港|澳門,maritime_port,anchor,4,2,1557,1945,1557|1849,,,,"",澳门内港,澳门特别行政区内港一带,澳门特别行政区,113.543,22.199,city,82,珠江口西岸早期中西海上贸易据点。,澳门内港体现明清以来葡萄牙人在华贸易、居留和近代特殊管治地位，是海上交通与主权关系叙事的重要地点。,CHGIS中国历史地理信息系统|《中国历史地图集》|Encyclopaedia Britannica: Macau,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://www.britannica.com/place/Macau,historical_atlas|secondary_reference,坐标取澳门半岛内港区域。,verified,近代港口与特殊管治相关点。
strategic_0057,基隆港,鸡笼港|Keelung,maritime_port,anchor,4,2,1626,1945,1626|1884|1895|1945,,,,"",基隆港,台湾省基隆市,台湾省基隆市,121.739,25.133,city,82,台湾北部港口和海防前沿。,基隆港在西班牙荷兰活动、清法战争、乙未割台和战后接收中均有海防与港口控制意义。,CHGIS中国历史地理信息系统|《中国历史地图集》|Encyclopaedia Britannica: Taiwan,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://www.britannica.com/place/Taiwan,historical_atlas|secondary_reference,坐标取基隆港城市点。,verified,台湾海防港口节点。
strategic_0058,迪化,乌鲁木齐|新疆省会,frontier_gate,flag,4,2,1760,1949,1884|1944|1949,,,polity_0211,,迪化,新疆维吾尔自治区乌鲁木齐市,新疆维吾尔自治区乌鲁木齐市,87.6168,43.8256,city,80,天山北麓省会和新疆军政交通中心。,迪化作为清末新疆建省后政治中心，1940年代新疆地方军政与和平解放叙事中是关键节点。,CHGIS中国历史地理信息系统|《中国历史地图集》|Encyclopaedia Britannica: Xinjiang,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://www.britannica.com/place/Xinjiang,historical_atlas|secondary_reference,坐标沿用 v03 新疆相关事件城市点。,verified,边疆军政中心节点。
strategic_0059,伊宁,伊犁|三区革命中心,frontier_gate,flag,4,2,1760,1949,1944|1949,,,polity_0212,,伊宁,新疆维吾尔自治区伊宁市,新疆维吾尔自治区伊犁哈萨克自治州伊宁市,81.2777,43.9080,city,80,伊犁河谷中心城市和新疆三区革命政治中心。,伊宁在清代伊犁将军辖区和1940年代三区革命中都具有边疆政治与交通节点意义。,CHGIS中国历史地理信息系统|《中国历史地图集》|Encyclopaedia Britannica: Xinjiang,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://www.britannica.com/place/Xinjiang,historical_atlas|secondary_reference,坐标沿用 v03 三区革命相关事件城市点。,verified,边疆军政中心节点。
strategic_0060,西柏坡,中共中央西柏坡|平山西柏坡,fortress_city,shield,4,2,1948,1949,1948|1949,,,"polity_0191",,西柏坡,河北省石家庄市平山县西柏坡镇,河北省石家庄市平山县,114.133,38.351,region,80,国共内战后期中共中央指挥中心。,西柏坡连接太行华北解放区和华北平原战场，是三大战役和1949年政权转换前夜的重要指挥地点。,CHGIS中国历史地理信息系统|《中国历史地图集》|Encyclopaedia Britannica: Chinese Civil War,https://chgis.fas.harvard.edu/pages/intro/|https://east.library.utoronto.ca/internet-resource/chinese-civilization-time-and-space|https://www.britannica.com/event/Chinese-Civil-War,historical_event|secondary_reference,坐标沿用 v03 中国共产党解放区终止事件地点。,verified,近现代政治军事中心节点。
