polity_id,macro_period,dynasty_name,polity_name,polity_aliases,polity_display_name,polity_name_disambiguation,polity_name_review_status,polity_name_risk_flags,polity_type,polity_start_year,polity_start_label,polity_end_year,polity_end_label,polity_date_raw,polity_date_precision,historical_geography_raw,modern_admin_units_raw,capital_historical,capital_modern,ruling_family_or_clan,ethnicity_or_group,founder,last_ruler,destroyed_by_or_successor,polity_source_titles,polity_source_urls,polity_source_raw,confidence_score,confidence_note,calendar_system_note,v02_row_count,v02_actual_min_year,v02_actual_max_year,v02_actual_years,merged_from_v02_contexts
polity_eur_0045,中古时代,Carolingian / Capetian,West Francia,Francia Occidentalis,西法兰克王国,,verified,,kingdom,843,843年,987,987年,843年-987年,year,法兰西大致疆域（Verdun 条约划定）。,FRA|BEL,Paris,Paris,Carolingian → Robertian → Capetian,Frankish,Charles the Bald (Treaty of Verdun),Louis V (last Carolingian),"Kingdom of France (Hugh Capet, 987)",Encyclopaedia Britannica: Carolingian dynasty,https://www.britannica.com/topic/Carolingian-dynasty,,85,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0046,中古时代,Carolingian / Ottonian,East Francia,Francia Orientalis,东法兰克王国,,verified,,kingdom,843,843年,962,962年,843年-962年,year,德意志诸公国（萨克森、巴伐利亚、士瓦本、法兰克尼亚等）。,DEU|AUT|CHE|NLD,Frankfurt,Frankfurt,Carolingian → Ottonian,Frankish / Saxon,Louis the German,"Otto I (crowned emperor 962, marks HRE founding)",Holy Roman Empire,Encyclopaedia Britannica: Carolingian dynasty,https://www.britannica.com/topic/Carolingian-dynasty,,85,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0047,中古时代,Carolingian,Middle Francia / Lotharingia,Lotharingia,中法兰克 / 洛塔尔林吉亚,,verified,,kingdom,843,843年,870,870年,843年-870年,year,低地国、洛林、勃艮第、意大利北部、普罗旺斯。,NLD|BEL|LUX|FRA|CHE|DEU|ITA,Pavia,Pavia,Carolingian (Lothair line),Frankish,Lothair I (Treaty of Verdun),Lothair II,Divided by Treaty of Meersen 870,Encyclopaedia Britannica: Carolingian dynasty,https://www.britannica.com/topic/Carolingian-dynasty,,78,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0048,中古时代,Umayyad,Umayyad al-Andalus (Caliphate of Córdoba),Al-Andalus|Caliphate of Córdoba,后倭马亚安达卢斯（科尔多瓦哈里发国）,,verified,,emirate_caliphate,711,711年,1031,1031年,711年-1031年,year,伊比利亚半岛大部；穆斯林西班牙的鼎盛期。,ESP|PRT,Cordoba,Cordoba,Umayyad dynasty (Andalusian branch),Arab-Berber Muslim,Abd al-Rahman I (756 Emirate); Abd al-Rahman III (929 Caliphate),Hisham III (deposed 1031),Taifa kingdoms,Encyclopaedia Britannica: Spain — History,https://www.britannica.com/place/Spain/History,,88,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0049,中古时代,Asturian / Leonese,Kingdom of Asturias / León,Regnum Asturorum,阿斯图里亚斯-莱昂王国,,verified,,kingdom,718,718年,1230,1230年,718年-1230年,year,伊比利亚北部基督教抵抗中心；阿斯图里亚斯→莱昂。,ESP,León,León,Asturian-Leonese,Iberian Christian,Pelagius of Asturias,,Castile-Leon union 1230,Encyclopaedia Britannica: Spain — History,https://www.britannica.com/place/Spain/History,,78,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0050,中古时代,Navarrese,Kingdom of Navarre,Regnum Navarrae,纳瓦拉王国,,verified,,kingdom,824,824年,1620,1620年,824年-1620年,year,比利牛斯山西部，巴斯克地区核心。,ESP|FRA|ES-NC,,,Navarrese (Íñiguez → Jiménez → others),Basque / Iberian Christian,Iñigo Arista,,"Castilian annexation south 1512, French Bourbon north until 1620",Encyclopaedia Britannica: Spain — History,https://www.britannica.com/place/Spain/History,,78,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0051,中古时代,House of Wessex / Cerdicings,Kingdom of Wessex,West Saxons,韦塞克斯王国,,verified,,kingdom,519,519年,927,927年,519年-927年,year,英格兰西南部；阿尔弗雷德大王抵御维京后扩张为英格兰。,GBR|GB-ENG,Winchester,Winchester,House of Wessex,Anglo-Saxon,"Cerdic (legendary, 519)","Æthelstan (first king of all England, 927)",Kingdom of England,Encyclopaedia Britannica: United Kingdom — History,https://www.britannica.com/place/United-Kingdom/History,,80,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0052,中古时代,Fairhair dynasty,Kingdom of Norway (Viking Age),Norwegian Vikings,挪威王国（维京时代起）,,verified,,kingdom,872,872年,1397,1397年,872年-1397年,year,挪威本土加冰岛、法罗群岛、奥克尼、设得兰、北部不列颠殖民点。,NOR|ISL,Trondheim,Trondheim,Fairhair → Hardrada → various,Norse,Harald Fairhair,,Kalmar Union (1397),Encyclopaedia Britannica: Vikings,https://www.britannica.com/topic/Viking-people,,82,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0053,中古时代,Jelling dynasty,Kingdom of Denmark (Viking Age),Danish Vikings,丹麦王国（维京时代起）,,verified,,kingdom,936,936年,1397,1397年,936年-1397年,year,日德兰半岛、岛屿；北海帝国时期含英格兰部分。,DNK|GB-ENG,Roskilde,Roskilde,Jelling → Estridsen,Danish Norse,Gorm the Old,,Kalmar Union (1397),Encyclopaedia Britannica: Vikings,https://www.britannica.com/topic/Viking-people,,82,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0054,中古时代,House of Munsö,Kingdom of Sweden (Viking Age),Swedish Vikings,瑞典王国（维京时代起）,,verified,,kingdom,970,970年,1397,1397年,970年-1397年,year,斯堪的纳维亚东部；瓦良格人扩张到东欧水道。,SWE,Uppsala,Uppsala,House of Munsö → Sverker → Eric,Swedish Norse,Eric the Victorious,,Kalmar Union (1397),Encyclopaedia Britannica: Vikings,https://www.britannica.com/topic/Viking-people,,78,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0055,中古时代,Rurikid,Kievan Rus',Rus'|Kyivan Rus',基辅罗斯,,verified,,principality_federation,882,882年,1240,1240年,882年-1240年,year,东欧河流网络；从基辅向北诺夫哥罗德至北冰洋。,UKR|RUS|BLR,Kiev,Kiev,Rurikid dynasty,East Slavic + Norse Varangians,Oleg of Novgorod,Mikhail I of Kiev,Mongol invasion / Galicia-Volhynia / various principalities,Encyclopaedia Britannica: Russia — History,https://www.britannica.com/place/Russia/History,,82,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0056,中古时代,Mojmír dynasty,Great Moravia,Moravian Empire,大摩拉维亚,,verified,,principality,833,833年,907,907年,833年-907年,year,今捷克东部、斯洛伐克、匈牙利北部；早期斯拉夫国家。,CZE|SVK|HUN|POL,,,Mojmír dynasty,West Slavic,Mojmír I,Mojmír II,Conquered by Magyars 907,Encyclopaedia Britannica: History of Europe,https://www.britannica.com/topic/history-of-Europe,,72,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0057,中古时代,Krum / Krumid dynasty,First Bulgarian Empire,Bulgarian Empire,第一保加利亚帝国,,verified,,empire,681,681年,1018,1018年,681年-1018年,year,巴尔干东部；与拜占庭长期对抗。,BGR|MKD|SRB|ROU,,,Krum and successors,Bulgar + Slav,Asparuh,Ivan Vladislav (1018 fall to Basil II),Byzantine reconquest,Encyclopaedia Britannica: Byzantine Empire,https://www.britannica.com/place/Byzantine-Empire,,82,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0058,中古时代,Árpád dynasty,Principality of Hungary (Magyar),Magyars,马扎尔（匈牙利公国）,,verified,,principality,895,895年,1000,1000年,895年-1000年,year,喀尔巴阡盆地；匈牙利定居后。,HUN|SVK|ROU|HRV|SRB|SVN,,,Árpád dynasty,Magyar (Finno-Ugric),Árpád,,"Kingdom of Hungary (Stephen I, 1000)",Encyclopaedia Britannica: Hungary — History,https://www.britannica.com/place/Hungary/History,,78,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0059,中古时代,Papacy,Papal States (early temporal rule),Patrimonium Petri,教皇国（早期世俗统治）,,verified,,theocracy,754,754年,1095,1095年,754年-1095年,year,意大利中部拉齐奥与翁布里亚；丕平献土起源。,ITA|VAT,Rome,Rome,Roman papacy,Italian / Latin Church,"Stephen II (Donation of Pepin, 756)",,High medieval papal monarchy,Encyclopaedia Britannica: Italy — History,https://www.britannica.com/place/Italy/History,,82,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0060,中古时代,Abbasid,Abbasid Caliphate (European frontier),Abbasids,阿拔斯王朝（欧洲边界视角）,,verified,,empire,750,750年,1258,1258年,750年-1258年,year,近东与北非；通过西班牙穆斯林与黎凡特与欧洲交错。,IRQ|SYR|IRN|EGY|TUR,,,Abbasid dynasty,Arab Muslim,Abu al-Abbas al-Saffah,Al-Musta'sim,Mongol sack of Baghdad 1258,Encyclopaedia Britannica: Crusades,https://www.britannica.com/event/Crusades,,80,Listed for vEuropean coverage as crusade adversary; primary coverage in future Near East dataset.,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0061,中世纪盛期,Salian → Hohenstaufen,Holy Roman Empire (Salian / Hohenstaufen),Sacrum Imperium Romanum,神圣罗马帝国（萨利-霍亨斯陶芬时期）,,verified,,empire,962,962年,1254,1254年,962年-1254年,year,德意志诸公国、勃艮第、意大利北部与中部。,DEU|AUT|CHE|ITA|CZE|BEL|NLD|LUX|FRA,,,Ottonian → Salian → Hohenstaufen,German / Frankish,Otto I,Conrad IV (Hohenstaufen end approaching),Great Interregnum,Encyclopaedia Britannica: Holy Roman Empire,https://www.britannica.com/place/Holy-Roman-Empire,,88,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0062,中世纪晚期,Luxembourg → Habsburg,Holy Roman Empire (Luxembourg / Habsburg era),HRE late medieval / early modern,神圣罗马帝国（卢森堡-哈布斯堡时期）,,verified,,empire,1273,1273年,1806,1806年,1273年-1806年,year,德意志、波西米亚、奥地利、低地（直到 1581）、北意大利残余。,DEU|AUT|CHE|CZE|BEL|NLD|LUX|ITA|FRA|SVN|HRV,Vienna,Vienna,Luxembourg → Habsburg → Habsburg-Lorraine,German,Rudolf I of Habsburg,Francis II (abdicated 1806),Confederation of the Rhine / Austrian Empire,Encyclopaedia Britannica: Holy Roman Empire,https://www.britannica.com/place/Holy-Roman-Empire,,90,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0063,中世纪盛期,Capetian / Valois / Bourbon,Kingdom of France,Royaume de France,法兰西王国,,verified,,kingdom,987,987年,1792,1792年,987年-1792年,year,法兰西本土；中世纪封建王国 → 集权绝对君主国。,FRA|BEL|LUX,Paris,Paris,Capetian → Valois → Bourbon,French,Hugh Capet (987),Louis XVI (executed 1793),French Republic,Encyclopaedia Britannica: France — History,https://www.britannica.com/place/France/History,,92,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0064,中世纪盛期,Norman / Plantagenet / Lancaster / York / Tudor / Stuart,Kingdom of England,Regnum Angliae,英格兰王国,,verified,,kingdom,927,927年,1707,1707年,927年-1707年,year,英格兰本土；1284 后含威尔士，1541 起合并爱尔兰。,GBR|GB-ENG|GB-WLS,London,London,Wessex → Norman → Plantagenet → Lancaster → York → Tudor → Stuart,English,Æthelstan (927) / William I (Norman conquest 1066),Anne (Acts of Union 1707),Kingdom of Great Britain,Encyclopaedia Britannica: United Kingdom — History,https://www.britannica.com/place/United-Kingdom/History,,92,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0065,中世纪盛期,Alpinid / Canmore / Bruce / Stewart,Kingdom of Scotland,Regnum Scotorum,苏格兰王国,,verified,,kingdom,843,843年,1707,1707年,843年-1707年,year,苏格兰本土；与英格兰长期对抗，1707 合并。,GBR|GB-SCT,Edinburgh,Edinburgh,House of Alpin → Canmore → Bruce → Stewart,Scottish,Kenneth MacAlpin (843),Anne (Acts of Union 1707),Kingdom of Great Britain,Encyclopaedia Britannica: United Kingdom — History,https://www.britannica.com/place/United-Kingdom/History,,85,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0066,中世纪盛期,Venetian doges,Republic of Venice,Serenissima|Repubblica di Venezia,威尼斯共和国,,verified,,merchant_republic,697,697年,1797,1797年,697年-1797年,year,威尼斯潟湖、亚得里亚海港口、克里特、塞浦路斯（一度）。,ITA|HRV|GRC|CYP|MNE|ALB,Venice,Venice,Elective dogeship (multiple families),Venetian Italian,(traditional) Paolo Lucio Anafesto 697,Ludovico Manin (abdicated to Napoleon 1797),French / Austrian rule,Encyclopaedia Britannica: Italy — History,https://www.britannica.com/place/Italy/History,,90,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0067,中世纪盛期,Medici-influenced republican,Republic of Florence,Repubblica Fiorentina,佛罗伦萨共和国,,verified,,republic,1115,1115年,1532,1532年,1115年-1532年,year,托斯卡纳；文艺复兴中心。,ITA|IT-NORDOVES,Florence,Florence,Albizzi → Medici (de facto),Florentine,Communal government (1115),Alessandro de' Medici (became Duke 1532),Duchy of Florence → Grand Duchy of Tuscany,Encyclopaedia Britannica: Italy — History,https://www.britannica.com/place/Italy/History,,88,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0068,中世纪盛期,Genoese doges,Republic of Genoa,Repubblica di Genova,热那亚共和国,,verified,,merchant_republic,1099,1099年,1797,1797年,1099年-1797年,year,利古里亚沿海、科西嘉、地中海贸易点。,ITA|FRA,Genoa,Genoa,,Genoese Italian,,,French annexation 1797,Encyclopaedia Britannica: Italy — History,https://www.britannica.com/place/Italy/History,,85,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0069,中世纪盛期,Visconti → Sforza,Duchy of Milan,Ducato di Milano,米兰公国,,verified,,duchy,1395,1395年,1796,1796年,1395年-1796年,year,伦巴第；连接意大利与阿尔卑斯。,ITA,Milan,Milan,Visconti → Sforza → Spanish Habsburg → Austrian Habsburg,Lombard Italian,Gian Galeazzo Visconti,,Cisalpine Republic (Napoleonic),Encyclopaedia Britannica: Italy — History,https://www.britannica.com/place/Italy/History,,85,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0070,中世纪盛期,Hauteville → Hohenstaufen → Anjou → Aragon → Bourbon,Kingdom of Naples / Sicily,Regnum Siciliae|Regno di Napoli,那不勒斯-西西里王国,,verified,,kingdom,1130,1130年,1816,1816年,1130年-1816年,year,意大利南部加西西里岛；多次易主。,ITA|IT-SUD|IT-ISOLE,Naples,Naples,Multiple dynasties,Southern Italian,Roger II,,Kingdom of the Two Sicilies,Encyclopaedia Britannica: Italy — History,https://www.britannica.com/place/Italy/History,,85,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0071,中世纪盛期,Papacy,Papal States (high medieval to 1870),Stato Pontificio,教皇国（中世纪盛期至 1870）,,verified,,theocracy,1095,1095年,1870,1870年,1095年-1870年,year,意大利中部教皇直接统治区。,ITA|VAT,Rome,Rome,Roman papacy,Italian Latin Church,,,Italian unification 1870,Encyclopaedia Britannica: Italy — History,https://www.britannica.com/place/Italy/History,,90,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0072,中世纪盛期,Castilian,Kingdom of Castile,Regnum Castellae,卡斯蒂利亚王国,,verified,,kingdom,1035,1035年,1715,1715年,1035年-1715年,year,伊比利亚中部；与莱昂、阿拉贡、葡萄牙并立到联合。,ESP|ES-CL|ES-MD,Burgos,Burgos,Jiménez → Burgundy → Trastámara → Habsburg → Bourbon,Castilian,Ferdinand I,,Crown of Castile within united Spain,Encyclopaedia Britannica: Spain — History,https://www.britannica.com/place/Spain/History,,85,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0073,中世纪盛期,Aragonese / Trastámara,Kingdom (Crown) of Aragon,Corona de Aragón,阿拉贡王冠,,verified,,kingdom_federation,1035,1035年,1715,1715年,1035年-1715年,year,阿拉贡、加泰罗尼亚、巴伦西亚、马略卡、那不勒斯、西西里。,ESP|ES-AR|ES-CT|ES-VC|IT-ISOLE,Saragossa,Saragossa,House of Aragon → Trastámara,Aragonese / Catalan,Ramiro I,,Bourbon centralization after Nueva Planta 1707-1715,Encyclopaedia Britannica: Spain — History,https://www.britannica.com/place/Spain/History,,85,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0074,中世纪盛期,Burgundian → Aviz → Braganza,Kingdom of Portugal,Reino de Portugal,葡萄牙王国,,verified,,kingdom,1139,1139年,1910,1910年,1139年-1910年,year,伊比利亚西部；加上海外殖民帝国（巴西、非洲、亚洲据点）。,PRT,Lisbon,Lisbon,Burgundian → Aviz → Habsburg (1580-1640) → Braganza,Portuguese,Afonso I (1139),Manuel II (republic 1910),Portuguese First Republic,Encyclopaedia Britannica: Spain — History,https://www.britannica.com/place/Spain/History,,88,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0075,中世纪盛期,Piast → Jagiellonian,Kingdom of Poland (Piast & Jagiellonian),Regnum Poloniae,波兰王国（皮亚斯特-雅盖隆王朝）,,verified,,kingdom,1025,1025年,1569,1569年,1025年-1569年,year,波兰核心，13-14 世纪扩张到立陶宛与乌克兰。,POL|UKR|BLR|LTU,Krakow,Krakow,Piast → Jagiellonian,Polish,Bolesław I the Brave,Sigismund II Augustus,Polish-Lithuanian Commonwealth (1569),Encyclopaedia Britannica: Poland — History,https://www.britannica.com/place/Poland/History,,88,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0076,中世纪盛期,Gediminids / Jagiellonian,Grand Duchy of Lithuania,Lietuvos Didžioji Kunigaikštystė,立陶宛大公国,,verified,,grand_duchy,1236,1236年,1569,1569年,1236年-1569年,year,波罗的海到黑海；中世纪欧洲面积最大国家之一。,LTU|BLR|UKR|POL|RUS,Vilnius,Vilnius,Gediminids → Jagiellonian,Lithuanian,Mindaugas,,Polish-Lithuanian Commonwealth (1569),Encyclopaedia Britannica: Poland — History,https://www.britannica.com/place/Poland/History,,82,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0077,中世纪盛期,Árpád → Angevin → Jagiellonian → Habsburg,Kingdom of Hungary,Regnum Hungariae,匈牙利王国,,verified,,kingdom,1000,1000年,1918,1918年,1000年-1918年,year,喀尔巴阡盆地与跨喀尔巴阡 trans-Tisza、克罗地亚、特兰西瓦尼亚。,HUN|SVK|ROU|HRV|SRB|UKR|SVN,Esztergom,Esztergom,Árpád → Angevin → multiple → Habsburg,Hungarian / Magyar,"Stephen I (Saint Stephen, 1000)",Charles IV / Karl I (1918),Hungarian Republic (1918),Encyclopaedia Britannica: Hungary — History,https://www.britannica.com/place/Hungary/History,,88,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0078,中世纪盛期,Přemyslid → Luxembourg → Jagiellonian → Habsburg,Kingdom of Bohemia,Regnum Bohemiae,波西米亚王国,,verified,,kingdom,1198,1198年,1918,1918年,1198年-1918年,year,今捷克核心；HRE 重要选侯国之一。,CZE|SVK|POL|DEU,Prague,Prague,Přemyslid → Luxembourg → Jagiellonian → Habsburg,Czech,Ottokar I,,Czechoslovakia 1918,Encyclopaedia Britannica: Holy Roman Empire,https://www.britannica.com/place/Holy-Roman-Empire,,88,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0079,中世纪盛期,Asen / Shishman,Second Bulgarian Empire,Tsardom of Bulgaria,第二保加利亚帝国,,verified,,empire,1185,1185年,1396,1396年,1185年-1396年,year,保加利亚核心，复独立反抗拜占庭；1396 为奥斯曼所灭。,BGR|MKD|ROU|SRB,,,,Bulgarian,,,Ottoman conquest,Encyclopaedia Britannica: Byzantine Empire,https://www.britannica.com/place/Byzantine-Empire,,82,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0080,中世纪盛期,Nemanjić,Serbian Empire (Nemanjić),Carstvo Srbsko,塞尔维亚帝国（涅马尼奇王朝）,,verified,,empire,1346,1346年,1371,1371年,1346年-1371年,year,巴尔干西部；史蒂芬·杜尚短暂建立大帝国。,SRB|MNE|MKD|ALB|BIH|GRC,Skopje,Skopje,Nemanjić,Serbian,Stefan Dušan,Stefan Uroš V,Serbian despotates / Ottoman vassalage,Encyclopaedia Britannica: Byzantine Empire,https://www.britannica.com/place/Byzantine-Empire,,82,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0081,中世纪晚期,Pomeranian / Bavarian / Oldenburg,Kalmar Union,Unionen,卡尔马联盟,,verified,,personal_union,1397,1397年,1523,1523年,1397年-1523年,year,丹麦、挪威、瑞典三国共主联盟。,DNK|NOR|SWE|ISL,Copenhagen,Copenhagen,House of Pomerania → Bavaria → Oldenburg,Scandinavian,Margaret I (founder),Christian II,Dissolution 1523 (Sweden secedes),Encyclopaedia Britannica: Vikings,https://www.britannica.com/topic/Viking-people,,85,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0082,中世纪盛期,Various Gaelic kingdoms,Gaelic Ireland,Ireland (Gaelic),盖尔爱尔兰,,verified,,kingdoms_confederation,800,800年,1542,1542年,800年-1542年,year,爱尔兰岛；多王国（莱因斯特、芒斯特、康诺特、阿尔斯特、米斯）。,IRL|GB-NIR,,,,Gaelic Irish,,,"Tudor conquest, Kingdom of Ireland 1542",Encyclopaedia Britannica: United Kingdom — History,https://www.britannica.com/place/United-Kingdom/History,,75,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0083,中世纪盛期,Crusader / Lusignan,Kingdom of Jerusalem,Regnum Hierosolymitanum,耶路撒冷王国,,verified,,kingdom,1099,1099年,1291,1291年,1099年-1291年,year,圣地（巴勒斯坦、黎巴嫩、约旦西部）。,ISR|JOR|LBN|SYR,,,House of Boulogne → Lusignan etc.,Frankish Crusader,Godfrey of Bouillon (Defender) / Baldwin I (king),Henry II of Cyprus (Acre fall 1291),Mamluk conquest,Encyclopaedia Britannica: Crusades,https://www.britannica.com/event/Crusades,,85,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0084,中世纪晚期,Palaiologos,Late Byzantine Empire (Nicaea & restored),Palaeologan Byzantium,晚期拜占庭帝国（巴列奥略王朝）,,verified,,empire,1261,1261年,1453,1453年,1261年-1453年,year,逐渐萎缩为君士坦丁堡及周边；最终仅剩首都。,TUR|GRC,Constantinople,Constantinople,Palaiologos,Greek,Michael VIII Palaiologos,Constantine XI (killed 1453),Ottoman conquest,Encyclopaedia Britannica: Byzantine Empire,https://www.britannica.com/place/Byzantine-Empire,,92,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0085,中世纪晚期,Osman dynasty,Early Ottoman Beylik / Sultanate,Osmanlı Beyliği,早期奥斯曼贝伊国 / 苏丹国,,verified,,sultanate,1299,1299年,1453,1453年,1299年-1453年,year,安纳托利亚西北部 → 巴尔干扩张 → 1453 攻占君士坦丁堡。,TUR|BGR|GRC|MKD|ALB|SRB|BIH|HRV|ROU|MNE,Bursa,Bursa,Osman dynasty,Turkish Muslim,Osman I,,Ottoman Empire (post-1453),Encyclopaedia Britannica: Ottoman Empire,https://www.britannica.com/place/Ottoman-Empire,,88,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0086,中世纪晚期,Daniilovichi Rurikid,Grand Duchy of Moscow,Velikoye Knyazhestvo Moskovskoye,莫斯科大公国,,verified,,grand_duchy,1283,1283年,1547,1547年,1283年-1547年,year,俄罗斯东北部；从蒙古汗国附庸成长为独立大国。,RUS|RU-MOW,Moscow,Moscow,Daniilovichi (Rurikid branch),Russian East Slavic,Daniel of Moscow,Ivan IV (crowned Tsar 1547),Tsardom of Russia,Encyclopaedia Britannica: Russia — History,https://www.britannica.com/place/Russia/History,,88,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0087,中世纪晚期,Jochid Mongol,Golden Horde (European context),Ulus of Jochi,金帐汗国（欧洲视角）,,verified,,khanate,1240,1240年,1502,1502年,1240年-1502年,year,伏尔加流域到第聂伯河；统治俄罗斯诸公国约 240 年。,RUS|UKR|KAZ|MDA,Sarai,Sarai,Jochid Mongol dynasty,Mongol / Turkic,Batu Khan,,Crimean / Kazan / Astrakhan / Sibir khanates,Encyclopaedia Britannica: Russia — History,https://www.britannica.com/place/Russia/History,,82,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0088,近代早期,Habsburg,Spanish Habsburg Monarchy,Monarquía Hispánica,西班牙哈布斯堡王朝,,verified,,composite_monarchy,1516,1516年,1700,1700年,1516年-1700年,year,伊比利亚、那不勒斯-西西里-米兰-荷兰、美洲与亚洲殖民地。,ESP|PRT|ITA|BEL|NLD|LUX,Madrid,Madrid,Habsburg (Spanish branch),Castilian-Aragonese,Charles I (Holy Roman Emperor Charles V),Charles II (childless death 1700),Spanish Bourbon dynasty,Encyclopaedia Britannica: Habsburg,https://www.britannica.com/topic/House-of-Habsburg,,92,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0089,近代早期,Bourbon,Spanish Bourbon Monarchy (early),Borbones,西班牙波旁王朝（早期）,,verified,,monarchy,1700,1700年,1808,1808年,1700年-1808年,year,西班牙本土与拉美殖民地；意大利诸领最终独立。,ESP|PRT,Madrid,Madrid,House of Bourbon,Castilian,Philip V (grandson of Louis XIV),,Napoleonic occupation,Encyclopaedia Britannica: Spain — History,https://www.britannica.com/place/Spain/History,,90,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0090,近代早期,Habsburg / Habsburg-Lorraine,Austrian Habsburg Monarchy,Habsburg Hereditary Lands,奥地利哈布斯堡君主国,,verified,,composite_monarchy,1526,1526年,1804,1804年,1526年-1804年,year,奥地利、波西米亚、匈牙利、克罗地亚、低地南部（部分）、意大利北部（部分）。,AUT|CZE|HUN|SVK|SVN|HRV|BEL|NLD|ITA|ROU|UKR|POL,Vienna,Vienna,Habsburg → Habsburg-Lorraine,Austrian / German,Ferdinand I,Francis II (became Emperor of Austria 1804),Austrian Empire,Encyclopaedia Britannica: Habsburg,https://www.britannica.com/topic/House-of-Habsburg,,92,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
polity_eur_0091,近代早期,Osman dynasty,Ottoman Empire (Classical/Imperial),Osmanlı Devleti,奥斯曼帝国（古典-帝国期）,,verified,,empire,1453,1453年,1922,1922年,1453年-1922年,year,安纳托利亚 + 巴尔干 + 黎凡特 + 北非 + 美索不达米亚。,TUR|GRC|BGR|MKD|ALB|SRB|MNE|BIH|HRV|HUN|ROU|MDA|UKR|CYP|SYR|LBN|ISR|JOR|EGY|LBY|TUN|DZA|IRQ,Constantinople,Constantinople,Osman dynasty,Turkish Muslim,Mehmed II (post-1453 imperial transformation),Mehmed VI (deposed 1922),Republic of Turkey,Encyclopaedia Britannica: Ottoman Empire,https://www.britannica.com/place/Ottoman-Empire,,92,,BCE years are negative; no year 0. Pre-Christian-era dates often approximate.,,,,,
