capital_event_id,polity_id,capital_name_historical,capital_name_modern,valid_from_year,valid_to_year,longitude,latitude,is_primary,event_type,location_precision,source_titles,source_urls,source_raw,confidence_score,confidence_note
capital_eur_0108,polity_eur_0129,Brussels,Brussels,1830,2026,4.3517,50.8503,true,initial_capital,city,Encyclopaedia Britannica: History of Europe,https://www.britannica.com/topic/history-of-Europe,Capital coordinates from city-level geocoding.,92,City-level approximation for historical capital marker.
capital_eur_0109,polity_eur_0130,Amsterdam,Amsterdam,1815,2026,4.9041,52.3676,true,initial_capital,city,Encyclopaedia Britannica: History of Europe,https://www.britannica.com/topic/history-of-Europe,Capital coordinates from city-level geocoding.,90,City-level approximation for historical capital marker.
capital_eur_0110,polity_eur_0136,London,London,1922,2026,-0.1276,51.5074,true,initial_capital,city,Encyclopaedia Britannica: United Kingdom — History,https://www.britannica.com/place/United-Kingdom/History,Capital coordinates from city-level geocoding.,95,City-level approximation for historical capital marker.
capital_eur_0111,polity_eur_0137,Berlin,Berlin,1919,1933,13.405,52.52,true,initial_capital,city,Encyclopaedia Britannica: Holy Roman Empire,https://www.britannica.com/place/Holy-Roman-Empire,Capital coordinates from city-level geocoding.,92,City-level approximation for historical capital marker.
capital_eur_0112,polity_eur_0138,Berlin,Berlin,1933,1945,13.405,52.52,true,initial_capital,city,Encyclopaedia Britannica: World War II,https://www.britannica.com/event/World-War-II,Capital coordinates from city-level geocoding.,95,City-level approximation for historical capital marker.
capital_eur_0113,polity_eur_0139,Vienna,Vienna,1919,1938,16.3738,48.2082,true,initial_capital,city,Encyclopaedia Britannica: Habsburg,https://www.britannica.com/topic/House-of-Habsburg,Capital coordinates from city-level geocoding.,92,City-level approximation for historical capital marker.
capital_eur_0114,polity_eur_0140,Budapest,Budapest,1920,1946,19.0402,47.4979,true,initial_capital,city,Encyclopaedia Britannica: Hungary — History,https://www.britannica.com/place/Hungary/History,Capital coordinates from city-level geocoding.,92,City-level approximation for historical capital marker.
capital_eur_0115,polity_eur_0141,Prague,Prague,1918,1948,14.4378,50.0755,true,initial_capital,city,Encyclopaedia Britannica: Holy Roman Empire,https://www.britannica.com/place/Holy-Roman-Empire,Capital coordinates from city-level geocoding.,92,City-level approximation for historical capital marker.
capital_eur_0116,polity_eur_0142,Warsaw,Warsaw,1918,1939,21.0122,52.2297,true,initial_capital,city,Encyclopaedia Britannica: Poland — History,https://www.britannica.com/place/Poland/History,Capital coordinates from city-level geocoding.,92,City-level approximation for historical capital marker.
capital_eur_0117,polity_eur_0143,Belgrade,Belgrade,1918,1945,20.4612,44.7866,true,initial_capital,city,Encyclopaedia Britannica: History of Europe,https://www.britannica.com/topic/history-of-Europe,Capital coordinates from city-level geocoding.,90,City-level approximation for historical capital marker.
capital_eur_0118,polity_eur_0144,Bucharest,Bucharest,1918,1947,26.1025,44.4268,true,initial_capital,city,Encyclopaedia Britannica: History of Europe,https://www.britannica.com/topic/history-of-Europe,Capital coordinates from city-level geocoding.,92,City-level approximation for historical capital marker.
capital_eur_0119,polity_eur_0146,Tallinn,Tallinn,1918,1940,24.7536,59.437,true,initial_capital,city,Encyclopaedia Britannica: History of Europe,https://www.britannica.com/topic/history-of-Europe,Capital coordinates from city-level geocoding.,92,City-level approximation for historical capital marker.
capital_eur_0120,polity_eur_0147,Riga,Riga,1918,1940,24.1052,56.9496,true,initial_capital,city,Encyclopaedia Britannica: History of Europe,https://www.britannica.com/topic/history-of-Europe,Capital coordinates from city-level geocoding.,92,City-level approximation for historical capital marker.
capital_eur_0121,polity_eur_0149,Helsinki,Helsinki,1917,2026,24.9384,60.1699,true,initial_capital,city,Encyclopaedia Britannica: History of Europe,https://www.britannica.com/topic/history-of-Europe,Capital coordinates from city-level geocoding.,92,City-level approximation for historical capital marker.
capital_eur_0122,polity_eur_0150,Dublin,Dublin,1922,2026,-6.2603,53.3498,true,initial_capital,city,Encyclopaedia Britannica: United Kingdom — History,https://www.britannica.com/place/United-Kingdom/History,Capital coordinates from city-level geocoding.,92,City-level approximation for historical capital marker.
capital_eur_0123,polity_eur_0151,Reykjavik,Reykjavik,1918,2026,-21.8278,64.1466,true,initial_capital,city,Encyclopaedia Britannica: History of Europe,https://www.britannica.com/topic/history-of-Europe,Capital coordinates from city-level geocoding.,88,City-level approximation for historical capital marker.
capital_eur_0124,polity_eur_0152,Moscow,Moscow,1918,1945,37.6173,55.7558,true,initial_capital,city,Encyclopaedia Britannica: Russia — History,https://www.britannica.com/place/Russia/History,Capital coordinates from city-level geocoding.,95,Capital moved from Petrograd to Moscow March 1918.
capital_eur_0125,polity_eur_0153,Rome,Rome,1922,1943,12.4964,41.9028,true,initial_capital,city,Encyclopaedia Britannica: Italian unification,https://www.britannica.com/event/Italian-unification,Capital coordinates from city-level geocoding.,92,City-level approximation for historical capital marker.
capital_eur_0126,polity_eur_0157,Madrid,Madrid,1939,1975,-3.7038,40.4168,true,initial_capital,city,Encyclopaedia Britannica: Spain — History,https://www.britannica.com/place/Spain/History,Capital coordinates from city-level geocoding.,92,City-level approximation for historical capital marker.
capital_eur_0127,polity_eur_0161,Zagreb,Zagreb,1941,1945,15.9819,45.815,true,initial_capital,city,Encyclopaedia Britannica: World War II,https://www.britannica.com/event/World-War-II,Capital coordinates from city-level geocoding.,88,City-level approximation for historical capital marker.
capital_eur_0128,polity_eur_0162,Bratislava,Bratislava,1939,1945,17.1077,48.1486,true,initial_capital,city,Encyclopaedia Britannica: World War II,https://www.britannica.com/event/World-War-II,Capital coordinates from city-level geocoding.,88,City-level approximation for historical capital marker.
