polity_id,macro_period,dynasty_name,polity_name,polity_aliases,polity_display_name,polity_name_disambiguation,polity_name_review_status,polity_name_risk_flags,polity_type,polity_start_year,polity_start_label,polity_end_year,polity_end_label,polity_date_raw,polity_date_precision,historical_geography_raw,modern_admin_units_raw,capital_historical,capital_modern,ruling_family_or_clan,ethnicity_or_group,founder,last_ruler,destroyed_by_or_successor,polity_source_titles,polity_source_urls,polity_source_raw,confidence_score,confidence_note,calendar_system_note,v02_row_count,v02_actual_min_year,v02_actual_max_year,v02_actual_years,merged_from_v02_contexts
polity_ind_0074,英属印度土邦体系,Princely state,Alwar,,Alwar,,candidate,needs_geography_review,princely_state_under_paramountcy,1775,1775年,1947,1947年,1775年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Alwar,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0075,英属印度土邦体系,Princely state,Arkat,Arkat (Arcot),Arkat,,candidate,needs_geography_review,princely_state_under_paramountcy,1672,1672年,1855,1855年,1672年-1855年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Arkat (Arcot),64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0076,英属印度土邦体系,Princely state,Assam,,Assam,,candidate,needs_geography_review,princely_state_under_paramountcy,1228,1228年,1838,1838年,1228年-1838年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Assam,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0077,英属印度土邦体系,Princely state,Athgarh,,Athgarh,,candidate,needs_geography_review,princely_state_under_paramountcy,1803,1803年,1947,1947年,1803年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Athgarh,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0078,英属印度土邦体系,Princely state,Athmallik,,Athmallik,,candidate,needs_geography_review,princely_state_under_paramountcy,1874,1874年,1947,1947年,1874年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Athmallik,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0079,英属印度土邦体系,Princely state,Aundh,,Aundh,,candidate,needs_geography_review,princely_state_under_paramountcy,1690,1690年,1947,1947年,1690年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Aundh,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0080,英属印度土邦体系,Princely state,Awadh,Awadh (Oudh),Awadh,,candidate,needs_geography_review,princely_state_under_paramountcy,1680,1680年,1893,1893年,1680年-1893年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Awadh (Oudh),64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0081,英属印度土邦体系,Princely state,Baghal,,Baghal,,candidate,needs_geography_review,princely_state_under_paramountcy,1640,1640年,1947,1947年,1640年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Baghal,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0082,英属印度土邦体系,Princely state,Baghat,,Baghat,,candidate,needs_geography_review,princely_state_under_paramountcy,1803,1803年,1947,1947年,1803年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Baghat,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0083,英属印度土邦体系,Princely state,Balasinor,,Balasinor,,candidate,needs_geography_review,princely_state_under_paramountcy,1758,1758年,1947,1947年,1758年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Balasinor,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0084,英属印度土邦体系,Princely state,Balsan,,Balsan,,candidate,needs_geography_review,princely_state_under_paramountcy,1803,1803年,1947,1947年,1803年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Balsan,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0085,英属印度土邦体系,Princely state,Bamra,,Bamra,,candidate,needs_geography_review,princely_state_under_paramountcy,1850,1850年,1947,1947年,1850年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Bamra,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0086,英属印度土邦体系,Princely state,Banaras,Banaras (Benares),Banaras,,candidate,needs_geography_review,princely_state_under_paramountcy,1717,1717年,1947,1947年,1717年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Banaras (Benares),64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0087,英属印度土邦体系,Princely state,Banganapalle,,Banganapalle,,candidate,needs_geography_review,princely_state_under_paramountcy,1790,1790年,1947,1947年,1790年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Banganapalle,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0088,英属印度土邦体系,Princely state,Bansda,,Bansda,,candidate,needs_geography_review,princely_state_under_paramountcy,1829,1829年,1947,1947年,1829年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Bansda,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0089,英属印度土邦体系,Princely state,Banswara,,Banswara,,candidate,needs_geography_review,princely_state_under_paramountcy,1527,1527年,1947,1947年,1527年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Banswara,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0090,英属印度土邦体系,Princely state,Baoni,,Baoni,,candidate,needs_geography_review,princely_state_under_paramountcy,1784,1784年,1947,1947年,1784年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Baoni,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0091,英属印度土邦体系,Princely state,Baramba,,Baramba,,candidate,needs_geography_review,princely_state_under_paramountcy,1305,1305年,1947,1947年,1305年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Baramba,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0092,英属印度土邦体系,Princely state,Baraundha Pathar Kachhar,,Baraundha Pathar Kachhar,,candidate,needs_geography_review,princely_state_under_paramountcy,1549,1549年,1947,1947年,1549年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Baraundha Pathar Kachhar,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0093,英属印度土邦体系,Princely state,Bariya,Bariya (Baria),Bariya,,candidate,needs_geography_review,princely_state_under_paramountcy,1803,1803年,1947,1947年,1803年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Bariya (Baria),64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0094,英属印度土邦体系,Princely state,Baroda,,Baroda,,candidate,needs_geography_review,princely_state_under_paramountcy,1731,1731年,1947,1947年,1731年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,Baroda,Baroda,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Baroda,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0095,英属印度土邦体系,Princely state,Barwani,,Barwani,,candidate,needs_geography_review,princely_state_under_paramountcy,1500,1500年,1947,1947年,1500年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Barwani,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0096,英属印度土邦体系,Princely state,Bashahr,,Bashahr,,candidate,needs_geography_review,princely_state_under_paramountcy,1803,1803年,1947,1947年,1803年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Bashahr,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0097,英属印度土邦体系,Princely state,Basoda,,Basoda,,candidate,needs_geography_review,princely_state_under_paramountcy,1753,1753年,1947,1947年,1753年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Basoda,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0098,英属印度土邦体系,Princely state,Bastar,,Bastar,,candidate,needs_geography_review,princely_state_under_paramountcy,1819,1819年,1947,1947年,1819年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Bastar,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0099,英属印度土邦体系,Princely state,Baudh,,Baudh,,candidate,needs_geography_review,princely_state_under_paramountcy,1874,1874年,1947,1947年,1874年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Baudh,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0100,英属印度土邦体系,Princely state,Bhadarwa,,Bhadarwa,,candidate,needs_geography_review,princely_state_under_paramountcy,1483,1483年,1947,1947年,1483年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Bhadarwa,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0101,英属印度土邦体系,Princely state,Bhajji,,Bhajji,,candidate,needs_geography_review,princely_state_under_paramountcy,1800,1800年,1947,1947年,1800年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Bhajji,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0102,英属印度土邦体系,Princely state,Bharatpur,,Bharatpur,,candidate,needs_geography_review,princely_state_under_paramountcy,1752,1752年,1947,1947年,1752年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Bharatpur,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0103,英属印度土邦体系,Princely state,Bhavnagar,,Bhavnagar,,candidate,needs_geography_review,princely_state_under_paramountcy,1240,1240年,1947,1947年,1240年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Bhavnagar,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0104,英属印度土邦体系,Princely state,Bhopal,,Bhopal,,candidate,needs_geography_review,princely_state_under_paramountcy,1723,1723年,1947,1947年,1723年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,Bhopal,Bhopal,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Bhopal,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0105,英属印度土邦体系,Princely state,Bhor,,Bhor,,candidate,needs_geography_review,princely_state_under_paramountcy,1697,1697年,1947,1947年,1697年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Bhor,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0106,英属印度土邦体系,Princely state,Bija,,Bija,,candidate,needs_geography_review,princely_state_under_paramountcy,1803,1803年,1947,1947年,1803年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Bija,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
